Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
NOW,370.64,Call,380.00,05/15/20,10,5.90,6.95,8.00,7.25,881,263,3.35,45.48%,05/05/20
ZM,144.82,Put,140.00,05/08/20,3,2.00,2.15,2.30,2.20,3195,954,3.35,81.19%,05/05/20
KGC,6.99,Call,7.00,05/08/20,3,0.31,0.32,0.33,0.33,3366,1006,3.35,132.34%,05/05/20
PYPL,125.43,Call,126.00,05/08/20,3,3.05,3.15,3.25,3.20,898,269,3.34,76.36%,05/05/20
ARWR,35.4,Call,40.00,05/15/20,10,1.70,1.75,1.80,1.75,3759,1127,3.34,144.60%,05/05/20
ET,8.22,Call,4.00,06/19/20,45,4.00,4.2,4.40,4.11,13565,4067,3.34,0.00%,05/05/20
LYFT,26.68,Call,27.00,05/08/20,3,1.56,1.61,1.66,1.58,1020,306,3.33,178.82%,05/05/20
PTON,36.22,Put,29.00,05/08/20,3,0.41,0.45,0.49,0.48,3458,1038,3.33,227.97%,05/05/20
FB,207.07,Call,210.00,05/08/20,3,1.49,1.55,1.60,1.58,27673,8298,3.33,37.08%,05/05/20
AAPL,297.56,Call,317.50,05/15/20,10,0.42,0.61,0.80,0.51,784,236,3.32,27.71%,05/05/20
DAL,21.71,Call,23.50,05/08/20,3,0.19,0.2,0.21,0.20,4721,1420,3.32,97.10%,05/05/20
SHOP,686.11,Call,710.00,05/08/20,3,19.50,22.25,25.00,23.37,566,171,3.31,134.60%,05/05/20
HD,225.61,Call,235.00,05/08/20,3,0.30,0.4,0.50,0.32,633,191,3.31,34.28%,05/05/20
DIS,101.06,Put,101.00,05/08/20,3,3.30,3.4,3.50,3.45,5250,1587,3.31,95.42%,05/05/20
NVDA,293.74,Call,300.00,05/08/20,3,2.17,2.41,2.65,2.47,10084,3046,3.31,46.35%,05/05/20
OKTA,158.73,Call,165.00,05/15/20,10,2.45,2.55,2.65,2.55,1265,383,3.3,47.37%,05/05/20
AMAT,48.85,Put,48.50,05/08/20,3,0.87,1.02,1.16,1.00,626,191,3.28,66.42%,05/05/20
LYFT,26.68,Put,26.50,05/08/20,3,1.60,1.63,1.65,1.63,935,285,3.28,179.04%,05/05/20
TGT,111.76,Call,112.00,05/08/20,3,1.24,1.31,1.38,1.38,1686,514,3.28,36.85%,05/05/20
SQ,66.69,Call,70.00,05/08/20,3,1.31,1.34,1.36,1.31,6376,1941,3.28,106.83%,05/05/20
FB,207.07,Call,212.50,05/08/20,3,0.70,0.79,0.89,0.85,9602,2926,3.28,36.22%,05/05/20
ET,8.22,Call,5.00,05/15/20,10,3.15,3.22,3.30,3.15,10494,3195,3.28,0.00%,05/05/20
ATVI,68.53,Call,79.00,05/08/20,3,0.36,0.51,0.65,0.44,507,155,3.27,126.79%,05/05/20
ET,8.22,Call,4.00,10/16/20,164,4.05,4.23,4.40,4.15,725,222,3.27,53.03%,05/05/20
BYND,100.16,Call,106.00,05/08/20,3,4.40,4.53,4.65,4.55,730,223,3.27,190.37%,05/05/20
CVS,61.21,Put,56.00,05/08/20,3,0.18,2.32,4.45,0.35,830,254,3.27,91.44%,05/05/20
ET,8.22,Call,3.00,01/15/21,255,5.00,5.13,5.25,5.19,1870,571,3.27,22.23%,05/05/20
DVN,11.18,Put,10.00,05/15/20,10,0.25,0.3,0.35,0.28,1266,388,3.26,103.62%,05/05/20
DIS,101.06,Put,95.00,05/08/20,3,1.34,1.36,1.38,1.35,12807,3925,3.26,101.61%,05/05/20
MVIS,1.3,Put,1.00,06/19/20,45,0.35,0.4,0.45,0.40,588,181,3.25,358.00%,05/05/20
DIS,101.06,Put,97.00,05/15/20,10,2.45,2.59,2.73,2.66,2626,808,3.25,67.47%,05/05/20
ET,8.22,Call,3.00,01/21/22,626,4.85,5.18,5.50,5.50,3837,1181,3.25,64.74%,05/05/20
SHOP,686.11,Put,600.00,05/08/20,3,5.70,6,6.30,5.82,2030,626,3.24,138.13%,05/05/20
SQ,66.69,Call,68.00,05/08/20,3,2.01,2.06,2.11,2.06,2073,640,3.24,109.29%,05/05/20
WEN,18.81,Put,15.00,06/19/20,45,0.50,0.55,0.60,0.60,511,158,3.23,82.83%,05/05/20
ATVI,68.53,Put,59.00,05/08/20,3,0.11,0.12,0.13,0.13,540,167,3.23,101.98%,05/05/20
DIS,101.06,Call,106.00,05/08/20,3,1.40,1.58,1.75,1.52,2527,784,3.22,91.83%,05/05/20
DAL,21.71,Call,21.50,05/15/20,10,1.32,1.35,1.38,1.38,725,226,3.21,88.99%,05/05/20
CAT,108.91,Call,110.00,07/17/20,73,7.00,7.38,7.75,7.73,691,216,3.2,41.72%,05/05/20
ATVI,68.53,Call,77.00,05/08/20,3,0.50,0.53,0.55,0.53,661,207,3.19,116.95%,05/05/20
AMD,52.19,Call,53.00,05/08/20,3,0.75,0.76,0.77,0.76,26707,8362,3.19,58.70%,05/05/20
MRVL,26.27,Put,25.00,05/08/20,3,0.14,0.2,0.26,0.18,880,277,3.18,66.80%,05/05/20
BA,125.4,Call,133.00,05/08/20,3,1.06,1.36,1.66,1.44,1472,465,3.17,89.58%,05/05/20
NCLH,11.18,Put,11.00,05/15/20,10,1.35,1.38,1.40,1.35,2268,716,3.17,197.57%,05/05/20
OXY,15.32,Call,17.00,05/15/20,10,0.47,0.6,0.73,0.55,3867,1220,3.17,113.37%,05/05/20
ATVI,68.53,Call,75.00,05/08/20,3,0.69,0.72,0.75,0.71,6727,2126,3.16,109.84%,05/05/20
PINS,20.81,Call,22.50,05/08/20,3,0.70,0.77,0.85,0.70,5667,1800,3.15,176.88%,05/05/20
SWKS,104.71,Call,107.00,05/08/20,3,0.50,0.68,0.85,0.80,968,308,3.14,44.47%,05/05/20
TSLA,768.21,Call,900.00,05/08/20,3,0.90,0.92,0.94,0.90,12733,4058,3.14,94.46%,05/05/20
DIS,101.06,Put,102.00,05/08/20,3,3.85,3.9,3.95,3.90,4642,1481,3.13,93.04%,05/05/20
DIS,101.06,Call,101.00,05/08/20,3,3.50,3.75,4.00,3.65,1467,471,3.11,98.95%,05/05/20
RIOT,1.15,Call,1.50,05/29/20,24,0.05,0.11,0.17,0.11,1871,601,3.11,184.37%,05/05/20
DIS,101.06,Put,89.00,05/08/20,3,0.40,0.43,0.45,0.45,2267,730,3.11,109.79%,05/05/20
PINS,20.81,Call,20.00,05/08/20,3,1.65,1.8,1.95,1.81,2393,769,3.11,185.30%,05/05/20
BA,125.4,Put,127.00,05/08/20,3,4.75,4.93,5.10,4.95,3018,970,3.11,90.04%,05/05/20
GILD,79.14,Put,79.00,05/15/20,10,2.34,2.62,2.89,2.52,520,168,3.1,49.88%,05/05/20
WFC,26.32,Call,27.00,05/22/20,17,0.62,0.68,0.73,0.67,585,189,3.1,42.10%,05/05/20
WFC,26.32,Call,26.50,05/15/20,10,0.60,0.62,0.63,0.60,977,315,3.1,39.11%,05/05/20
BYND,100.16,Put,100.00,05/08/20,3,6.80,7.03,7.25,7.25,1843,594,3.1,202.94%,05/05/20
NVDA,293.74,Put,290.00,05/08/20,3,3.45,3.63,3.80,3.35,2400,775,3.1,47.48%,05/05/20
DIS,101.06,Call,111.00,05/08/20,3,0.47,0.53,0.60,0.53,4140,1334,3.1,89.59%,05/05/20
TWTR,28.07,Call,28.50,05/08/20,3,0.38,0.4,0.41,0.39,5543,1787,3.1,56.57%,05/05/20
DAL,21.71,Call,23.00,05/22/20,17,0.96,1,1.03,1.00,1337,432,3.09,80.96%,05/05/20
MVIS,1.3,Call,2.00,05/15/20,10,0.25,0.3,0.35,0.33,15434,4989,3.09,599.45%,05/05/20
GOOGL,1349.02,Call,1380.00,05/08/20,3,4.10,4.65,5.20,4.77,838,272,3.08,31.54%,05/05/20
BA,125.4,Put,126.00,05/08/20,3,4.25,4.4,4.55,4.40,2130,692,3.08,90.22%,05/05/20
NFLX,424.68,Call,485.00,05/08/20,3,0.09,0.19,0.29,0.10,2256,733,3.08,63.99%,05/05/20
NTES,339.23,Call,370.00,05/08/20,3,0.10,0.2,0.30,0.30,552,180,3.07,55.23%,05/05/20
COP,40.92,Call,43.00,05/08/20,3,0.04,0.18,0.32,0.27,719,234,3.07,64.35%,05/05/20
SHOP,686.11,Put,620.00,05/08/20,3,8.50,9.25,10.00,9.69,810,264,3.07,138.45%,05/05/20
NFLX,424.68,Call,430.00,05/08/20,3,5.00,5.23,5.45,4.95,8037,2617,3.07,47.14%,05/05/20
SHOP,686.11,Put,570.00,05/08/20,3,2.80,3.05,3.30,2.89,677,221,3.06,144.44%,05/05/20
EA,119.61,Call,120.00,05/08/20,3,3.35,3.48,3.60,3.50,1853,606,3.06,85.08%,05/05/20
WFC,26.32,Call,27.00,05/08/20,3,0.15,0.17,0.19,0.15,4483,1464,3.06,41.57%,05/05/20
TSLA,768.21,Call,780.00,05/15/20,10,32.90,33.5,34.10,33.47,3664,1203,3.05,76.27%,05/05/20
TSLA,768.21,Call,885.00,05/08/20,3,0.88,1.29,1.69,1.25,540,178,3.03,91.71%,05/05/20
WDC,40.33,Call,42.00,05/08/20,3,0.30,0.37,0.43,0.37,706,233,3.03,66.33%,05/05/20
AUY,4.93,Put,4.50,05/22/20,17,0.10,0.12,0.13,0.15,1139,376,3.03,79.26%,05/05/20
BSX,36.81,Call,42.00,06/19/20,45,0.20,0.26,0.31,0.22,516,171,3.02,30.19%,05/05/20
GILD,79.14,Call,79.50,05/08/20,3,1.19,1.34,1.49,1.33,1584,525,3.02,52.26%,05/05/20
SYF,18,Put,14.00,06/19/20,45,0.40,0.48,0.55,0.52,2272,753,3.02,85.04%,05/05/20
BYND,100.16,Call,100.00,05/08/20,3,6.85,6.93,7.00,6.95,6344,2104,3.02,189.88%,05/05/20
FB,207.07,Call,215.00,05/08/20,3,0.47,0.46,0.46,0.47,17648,5837,3.02,37.01%,05/05/20
BA,125.4,Put,121.00,05/08/20,3,2.22,2.47,2.71,2.28,1013,336,3.01,92.41%,05/05/20
PINS,20.81,Put,22.00,08/21/20,108,3.80,3.95,4.10,3.87,1485,495,3,71.40%,05/05/20
OXY,15.32,Put,16.00,05/08/20,3,1.19,1.3,1.40,1.22,2818,941,2.99,148.01%,05/05/20
BYND,100.16,Put,80.00,05/08/20,3,0.60,0.61,0.62,0.62,2901,971,2.99,184.62%,05/05/20
TSN,56.99,Put,57.00,05/08/20,3,0.85,0.95,1.05,1.00,701,235,2.98,48.42%,05/05/20
ET,8.22,Call,6.00,05/08/20,3,2.21,2.22,2.23,2.20,120266,40381,2.98,0.00%,05/05/20
DOW,33.37,Call,34.00,05/08/20,3,0.40,0.45,0.50,0.45,1238,417,2.97,59.13%,05/05/20
NFLX,424.68,Put,425.00,05/08/20,3,7.15,7.43,7.70,7.50,3900,1312,2.97,47.92%,05/05/20
NVDA,293.74,Put,277.50,05/15/20,10,3.85,4.05,4.25,4.30,608,207,2.94,55.78%,05/05/20
CVS,61.21,Call,61.50,05/08/20,3,1.45,1.62,1.78,1.73,912,310,2.94,84.21%,05/05/20
EBAY,40.32,Call,41.00,05/08/20,3,0.22,0.26,0.29,0.28,3630,1236,2.94,37.64%,05/05/20
BABA,195.02,Call,200.00,05/08/20,3,0.85,0.88,0.91,0.90,10709,3646,2.94,37.53%,05/05/20
ABBV,85.37,Call,86.00,05/08/20,3,0.81,1.06,1.30,0.95,575,196,2.93,39.88%,05/05/20
TSLA,768.21,Call,845.00,05/08/20,3,2.73,2.99,3.25,3.00,892,304,2.93,83.21%,05/05/20
C,43.95,Call,48.00,05/15/20,10,0.42,0.45,0.48,0.47,1921,658,2.92,59.94%,05/05/20
PTON,36.22,Put,30.00,06/19/20,45,1.78,1.86,1.94,1.91,542,186,2.91,94.44%,05/05/20
TSLA,768.21,Call,840.00,05/08/20,3,3.20,3.35,3.50,3.30,2789,957,2.91,81.67%,05/05/20
NBL,8.82,Call,10.00,05/15/20,10,0.20,0.25,0.30,0.30,6802,2335,2.91,120.29%,05/05/20
TSLA,768.21,Put,800.00,05/08/20,3,39.10,40.93,42.75,40.80,2208,761,2.9,75.14%,05/05/20
UBER,28.07,Call,29.00,05/08/20,3,1.07,1.12,1.17,1.11,2312,796,2.9,148.28%,05/05/20
DIS,101.06,Call,114.00,05/15/20,10,0.37,0.54,0.71,0.53,557,193,2.89,58.33%,05/05/20
TSLA,768.21,Call,795.00,05/15/20,10,26.55,27.3,28.05,28.65,642,222,2.89,78.61%,05/05/20
BYND,100.16,Call,170.00,05/15/20,10,0.30,0.38,0.45,0.31,1079,374,2.89,161.32%,05/05/20
BA,125.4,Put,128.00,05/08/20,3,5.35,5.55,5.75,5.55,1584,548,2.89,90.13%,05/05/20
DIS,101.06,Call,100.00,05/08/20,3,4.10,4.25,4.40,4.20,1648,571,2.89,100.14%,05/05/20
PINS,20.81,Call,21.50,05/08/20,3,1.05,1.13,1.20,1.10,3368,1166,2.89,185.49%,05/05/20
DIS,101.06,Call,110.00,05/08/20,3,0.63,0.67,0.70,0.66,15241,5273,2.89,89.70%,05/05/20
DIS,101.06,Put,100.00,05/08/20,3,2.91,2.96,3.00,2.97,20945,7246,2.89,95.73%,05/05/20
TSLA,768.21,Call,875.00,05/08/20,3,1.10,1.4,1.69,1.50,985,342,2.88,89.07%,05/05/20
WMT,124.73,Call,125.00,05/08/20,3,0.91,0.94,0.97,0.99,5767,2012,2.87,24.66%,05/05/20
TLRY,7.39,Call,4.00,09/18/20,136,3.00,3.3,3.60,3.45,1995,698,2.86,61.12%,05/05/20
BYND,100.16,Call,105.00,05/08/20,3,4.90,4.93,4.95,4.95,3543,1239,2.86,191.78%,05/05/20
VLO,63.02,Call,95.00,01/15/21,255,1.57,1.94,2.30,1.88,5045,1765,2.86,43.44%,05/05/20
ET,8.22,Call,4.00,07/17/20,73,4.05,4.15,4.25,4.14,12670,4424,2.86,37.11%,05/05/20
CVS,61.21,Put,57.00,05/08/20,3,0.14,0.32,0.50,0.30,727,255,2.85,74.67%,05/05/20
LYFT,26.68,Call,28.00,05/08/20,3,1.13,1.17,1.22,1.14,1244,437,2.85,174.04%,05/05/20
MU,45.41,Call,46.50,05/08/20,3,0.52,0.53,0.54,0.54,2527,887,2.85,59.53%,05/05/20
STOR,18.26,Put,17.50,05/15/20,10,0.55,0.58,0.60,0.55,2981,1045,2.85,74.66%,05/05/20
ET,8.22,Call,5.00,07/17/20,73,3.05,3.15,3.25,3.15,9482,3327,2.85,51.63%,05/05/20
AAPL,297.56,Call,310.00,05/08/20,3,0.28,0.3,0.32,0.30,22534,7908,2.85,31.57%,05/05/20
CGC,15.76,Call,16.50,05/08/20,3,0.25,0.26,0.27,0.24,1767,623,2.84,90.76%,05/05/20
EGO,9.55,Call,13.00,06/19/20,45,0.25,0.3,0.35,0.28,508,180,2.82,87.11%,05/05/20
WMT,124.73,Call,145.00,06/12/20,38,0.33,0.67,1.01,0.40,1051,374,2.81,30.98%,05/05/20
NVDA,293.74,Call,297.50,05/08/20,3,2.53,2.99,3.45,3.55,2624,933,2.81,48.67%,05/05/20
NFLX,424.68,Put,420.00,05/08/20,3,4.85,5.18,5.50,5.03,3691,1313,2.81,46.79%,05/05/20
NCLH,11.18,Call,15.00,06/19/20,45,1.20,1.25,1.30,1.30,5313,1893,2.81,155.73%,05/05/20
BYND,100.16,Call,120.00,05/08/20,3,1.59,1.62,1.65,1.59,5261,1879,2.8,196.90%,05/05/20
CVS,61.21,Call,65.00,05/08/20,3,0.45,0.52,0.59,0.48,5739,2046,2.8,77.24%,05/05/20
KSS,17.08,Put,17.50,06/19/20,45,2.50,2.55,2.60,2.55,1556,558,2.79,97.55%,05/05/20
BP,23.87,Call,24.50,05/08/20,3,0.09,0.16,0.23,0.15,4405,1580,2.79,44.03%,05/05/20
TSLA,768.21,Call,790.00,05/15/20,10,29.00,29.45,29.90,29.50,1328,478,2.78,76.50%,05/05/20
BYND,100.16,Put,90.00,05/08/20,3,2.55,2.58,2.60,2.60,3245,1168,2.78,187.96%,05/05/20
GM,21.26,Call,22.00,05/08/20,3,0.45,0.49,0.52,0.48,2084,751,2.77,101.67%,05/05/20
LUV,26.42,Call,27.00,05/15/20,10,0.90,0.95,1.00,1.00,2575,929,2.77,71.76%,05/05/20
AMZN,2317.8,Put,2350.00,05/08/20,3,41.20,45.83,50.45,43.85,576,209,2.76,29.21%,05/05/20
HD,225.61,Call,235.00,09/18/20,136,12.90,14.35,15.80,15.51,1006,364,2.76,34.66%,05/05/20
TSLA,768.21,Call,835.00,05/08/20,3,3.40,3.88,4.35,3.70,1062,385,2.76,80.53%,05/05/20
FB,207.07,Call,217.50,05/15/20,10,1.05,1.17,1.28,1.13,1185,430,2.76,32.48%,05/05/20
GM,21.26,Put,21.00,05/08/20,3,0.68,0.71,0.73,0.70,1737,631,2.75,107.94%,05/05/20
BYND,100.16,Call,115.00,05/08/20,3,2.33,2.35,2.37,2.35,2520,916,2.75,194.90%,05/05/20
NVDA,293.74,Call,305.00,05/08/20,3,1.29,1.34,1.39,1.39,3832,1395,2.75,47.84%,05/05/20
ZNGA,7.62,Put,7.00,05/15/20,10,0.17,0.19,0.21,0.20,4057,1477,2.75,92.04%,05/05/20
OXY,15.32,Call,19.00,05/08/20,3,0.09,0.11,0.12,0.11,1051,383,2.74,175.42%,05/05/20
DIS,101.06,Put,96.50,05/08/20,3,1.60,1.69,1.77,1.72,1342,490,2.74,99.33%,05/05/20
GM,21.26,Call,21.50,05/08/20,3,0.68,0.72,0.75,0.71,1495,545,2.74,106.53%,05/05/20
ADSK,180.49,Put,180.00,06/19/20,45,11.55,11.88,12.20,11.39,519,190,2.73,46.74%,05/05/20
MMM,147.43,Call,148.00,05/08/20,3,1.26,1.46,1.67,1.55,530,194,2.73,33.95%,05/05/20
MSFT,180.76,Put,180.00,12/18/20,227,18.80,19.23,19.65,19.58,1066,391,2.73,36.71%,05/05/20
PYPL,125.43,Put,60.00,01/15/21,255,1.03,1.13,1.22,1.08,1008,370,2.72,57.82%,05/05/20
TSLA,768.21,Put,715.00,05/08/20,3,4.70,4.88,5.05,4.75,1978,727,2.72,81.20%,05/05/20
BYND,100.16,Call,125.00,05/08/20,3,1.08,1.11,1.14,1.10,3122,1148,2.72,200.71%,05/05/20
MU,45.41,Call,47.00,05/08/20,3,0.36,0.38,0.39,0.40,4005,1470,2.72,59.78%,05/05/20
TSLA,768.21,Call,870.00,05/08/20,3,1.43,1.69,1.94,1.68,1227,454,2.7,88.11%,05/05/20
FB,207.07,Put,210.00,05/15/20,10,6.20,6.33,6.45,6.25,1515,561,2.7,34.04%,05/05/20
TSLA,768.21,Put,720.00,05/08/20,3,5.10,5.63,6.15,5.60,5027,1865,2.7,80.76%,05/05/20
AMZN,2317.8,Call,2325.00,05/08/20,3,22.00,23.08,24.15,24.00,621,231,2.69,32.56%,05/05/20
DIS,101.06,Call,113.00,05/08/20,3,0.31,0.36,0.40,0.34,2298,855,2.69,89.79%,05/05/20
OXY,15.32,Call,16.50,05/08/20,3,0.35,0.41,0.46,0.37,2615,972,2.69,144.31%,05/05/20
TSLA,768.21,Call,865.00,05/08/20,3,1.58,1.83,2.08,1.83,677,253,2.68,86.58%,05/05/20
DVN,11.18,Call,11.50,05/08/20,3,0.31,0.39,0.46,0.44,793,296,2.68,142.90%,05/05/20
SHOP,686.11,Call,700.00,05/08/20,3,27.50,28.7,29.90,27.82,3262,1215,2.68,136.88%,05/05/20
OXY,15.32,Put,15.00,05/08/20,3,0.65,0.68,0.70,0.68,4289,1598,2.68,151.68%,05/05/20
SHOP,686.11,Call,810.00,05/08/20,3,1.20,2.85,4.50,4.13,985,369,2.67,139.05%,05/05/20
KSS,17.08,Call,17.50,06/19/20,45,2.00,2.1,2.20,2.14,1619,607,2.67,96.77%,05/05/20
AAPL,297.56,Call,307.50,05/15/20,10,1.80,1.94,2.09,1.82,2120,794,2.67,26.85%,05/05/20
BYND,100.16,Put,81.00,05/08/20,3,0.65,0.74,0.83,0.71,807,303,2.66,183.18%,05/05/20
DIS,101.06,Put,92.50,05/08/20,3,0.76,0.82,0.88,0.84,1021,384,2.66,103.56%,05/05/20
JPM,92,Call,95.00,05/08/20,3,0.53,0.58,0.63,0.55,4348,1634,2.66,48.09%,05/05/20
AAL,9.51,Call,14.00,11/20/20,199,1.79,1.88,1.96,1.93,1627,614,2.65,112.32%,05/05/20
ETR,96.75,Call,105.00,05/15/20,10,0.15,0.2,0.25,0.18,556,211,2.64,33.70%,05/05/20
CHGG,57.92,Call,55.00,06/19/20,45,6.60,6.95,7.30,6.80,601,228,2.64,65.41%,05/05/20
C,43.95,Put,43.00,05/15/20,10,1.42,1.42,1.43,1.35,854,323,2.64,62.45%,05/05/20
ALB,58.47,Call,65.00,05/15/20,10,0.50,0.6,0.70,0.60,1422,539,2.64,66.08%,05/05/20
CVS,61.21,Put,57.50,05/08/20,3,0.30,0.4,0.50,0.42,577,219,2.63,77.15%,05/05/20
AMD,52.19,Put,44.00,05/29/20,24,0.53,0.57,0.61,0.61,635,241,2.63,64.39%,05/05/20
BHC,16.78,Call,24.00,07/17/20,73,0.20,0.23,0.25,0.24,756,287,2.63,60.59%,05/05/20
UAL,24.12,Call,24.50,05/15/20,10,1.29,1.42,1.55,1.49,768,292,2.63,104.12%,05/05/20
DIS,101.06,Put,103.00,05/08/20,3,4.30,4.48,4.65,4.39,4047,1538,2.63,90.47%,05/05/20
SBUX,72.9,Call,74.00,05/08/20,3,0.50,0.59,0.67,0.55,2653,1013,2.62,37.75%,05/05/20
MVIS,1.3,Put,1.00,05/15/20,10,0.25,0.28,0.30,0.30,8490,3236,2.62,598.07%,05/05/20
AMZN,2317.8,Call,2340.00,05/08/20,3,16.00,16.9,17.80,17.00,1097,421,2.61,31.51%,05/05/20
CVS,61.21,Call,62.00,05/08/20,3,1.30,1.45,1.60,1.36,1753,673,2.6,77.37%,05/05/20
NVDA,293.74,Put,280.00,05/29/20,24,10.50,10.95,11.40,11.75,1324,512,2.59,61.02%,05/05/20
ZM,144.82,Call,160.00,05/08/20,3,0.45,0.5,0.55,0.51,4678,1809,2.59,83.61%,05/05/20
DB,6.97,Put,6.00,01/15/21,255,0.77,0.91,1.05,0.96,597,231,2.58,66.65%,05/05/20
NRZ,6.52,Put,6.00,06/19/20,45,0.50,0.55,0.60,0.50,860,333,2.58,84.20%,05/05/20
NCLH,11.18,Put,20.00,01/15/21,255,11.00,11.15,11.30,11.28,939,366,2.57,124.63%,05/05/20
KO,45.4,Put,43.50,05/15/20,10,0.29,0.32,0.34,0.33,1270,495,2.57,34.51%,05/05/20
CVS,61.21,Put,58.00,05/08/20,3,0.46,0.76,1.05,0.57,676,264,2.56,79.86%,05/05/20
ATVI,68.53,Call,71.00,05/15/20,10,1.72,1.81,1.89,1.95,895,350,2.56,65.52%,05/05/20
DIS,101.06,Put,104.00,05/08/20,3,4.00,4.65,5.30,5.00,2535,990,2.56,89.91%,05/05/20
BYND,100.16,Call,120.00,05/15/20,10,2.35,2.38,2.40,2.40,8495,3314,2.56,125.20%,05/05/20
INTC,58.75,Call,40.00,06/19/20,45,18.60,18.78,18.95,18.58,700,275,2.55,47.21%,05/05/20
RCL,37.2,Put,39.00,05/08/20,3,2.97,3.09,3.20,3.15,820,322,2.55,154.95%,05/05/20
GOOGL,1349.02,Call,1385.00,05/08/20,3,0.30,1.9,3.50,3.50,835,328,2.55,30.59%,05/05/20
PINS,20.81,Put,20.50,05/08/20,3,1.05,1.2,1.35,1.20,1049,412,2.55,180.98%,05/05/20
UBER,28.07,Put,27.50,05/08/20,3,1.24,1.28,1.32,1.28,1178,462,2.55,154.35%,05/05/20
AMRN,7.72,Put,6.00,09/18/20,136,0.96,1,1.03,0.96,4984,1956,2.55,103.82%,05/05/20
DIS,101.06,Call,112.00,05/08/20,3,0.30,0.38,0.45,0.41,5599,2193,2.55,88.77%,05/05/20
BG,37.94,Call,42.50,05/15/20,10,0.10,0.2,0.30,0.35,523,206,2.54,66.58%,05/05/20
HTZ,3.01,Call,3.00,05/15/20,10,0.50,0.6,0.70,0.65,629,248,2.54,328.84%,05/05/20
PINS,20.81,Call,27.00,05/08/20,3,0.10,0.15,0.20,0.15,526,208,2.53,201.56%,05/05/20
TSLA,768.21,Put,775.00,05/15/20,10,42.40,43.1,43.80,42.55,1015,401,2.53,77.02%,05/05/20
BA,125.4,Call,131.00,05/08/20,3,1.87,1.96,2.04,2.00,1090,430,2.53,91.00%,05/05/20
GOOGL,1349.02,Call,1400.00,05/08/20,3,1.50,1.63,1.75,1.50,3032,1203,2.52,30.02%,05/05/20
BAC,22.66,Put,10.00,01/15/21,255,0.33,0.35,0.36,0.36,4035,1602,2.52,73.13%,05/05/20
SQ,66.69,Call,80.00,05/15/20,10,0.30,0.33,0.37,0.37,5418,2150,2.52,79.63%,05/05/20
PLNT,57.08,Put,30.00,01/15/21,255,3.50,3.75,4.00,3.60,555,221,2.51,94.88%,05/05/20
GS,178.3,Put,180.00,05/08/20,3,3.85,3.95,4.05,3.91,604,241,2.51,46.23%,05/05/20
VIAV,12.13,Put,12.00,05/15/20,10,0.45,0.51,0.56,0.50,753,300,2.51,70.93%,05/05/20
PE,9.23,Put,10.00,06/19/20,45,1.50,1.55,1.60,1.45,813,324,2.51,76.78%,05/05/20
GOLD,28.19,Call,37.00,01/15/21,255,1.83,1.99,2.15,1.90,991,396,2.5,47.22%,05/05/20
BYND,100.16,Put,95.00,05/08/20,3,4.15,4.33,4.50,4.41,1723,692,2.49,189.54%,05/05/20
WEN,18.81,Put,17.00,05/15/20,10,0.40,0.43,0.45,0.42,1077,435,2.48,92.98%,05/05/20
DDOG,46.6,Call,60.00,10/16/20,164,2.00,2.13,2.25,2.10,1138,459,2.48,47.58%,05/05/20
HP,17,Call,17.50,05/15/20,10,0.45,0.5,0.55,0.60,1087,441,2.46,72.35%,05/05/20
CTSH,57.14,Call,57.50,05/15/20,10,1.65,1.88,2.10,1.70,746,305,2.45,49.29%,05/05/20
UBER,28.07,Call,33.00,05/22/20,17,0.38,0.41,0.43,0.40,1197,489,2.45,74.20%,05/05/20
OXY,15.32,Put,14.50,05/08/20,3,0.33,0.49,0.64,0.51,1585,648,2.45,159.48%,05/05/20
KGC,6.99,Call,7.50,05/08/20,3,0.13,0.14,0.15,0.15,1630,664,2.45,132.46%,05/05/20
AAPL,297.56,Call,302.50,05/15/20,10,3.25,3.4,3.55,3.40,4253,1741,2.44,27.67%,05/05/20
PINS,20.81,Put,18.50,05/08/20,3,0.40,0.45,0.50,0.45,1081,444,2.43,181.82%,05/05/20
UBER,28.07,Put,26.00,05/08/20,3,0.73,0.76,0.79,0.76,1521,625,2.43,162.39%,05/05/20
NAT,5.25,Put,4.00,07/17/20,73,0.60,0.7,0.80,0.65,3627,1497,2.42,145.90%,05/05/20
HD,225.61,Call,227.50,05/08/20,3,2.06,2.41,2.75,2.30,556,231,2.41,38.39%,05/05/20
GOOGL,1349.02,Put,1340.00,05/08/20,3,8.30,10.2,12.10,12.60,879,365,2.41,34.52%,05/05/20
ATVI,68.53,Call,74.00,05/08/20,3,0.80,0.81,0.82,0.81,1733,721,2.4,105.20%,05/05/20
SHOP,686.11,Put,640.00,05/08/20,3,13.50,13.75,14.00,14.00,671,281,2.39,133.23%,05/05/20
PTON,36.22,Call,36.00,05/15/20,10,3.30,3.38,3.45,3.35,1932,809,2.39,135.86%,05/05/20
LAUR,9.6,Call,10.00,05/15/20,10,0.30,0.38,0.45,0.34,2390,1001,2.39,79.52%,05/05/20
MSFT,180.76,Put,177.50,05/08/20,3,0.94,1.01,1.08,1.05,6636,2776,2.39,36.00%,05/05/20
RCL,37.2,Call,39.00,05/08/20,3,1.13,1.37,1.61,1.40,507,213,2.38,158.47%,05/05/20
