Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
UBER,30.93,Put,29.50,05/08/20,1,1.05,1.07,1.09,1.08,1336,526,2.54,269.81%,05/07/20
W,176.89,Call,185.00,05/08/20,1,0.80,0.85,0.90,0.83,2876,1133,2.54,92.11%,05/07/20
ROKU,137.5,Call,141.00,05/08/20,1,6.00,6.38,6.75,6.35,678,268,2.53,274.55%,05/07/20
BDSI,4.83,Call,5.00,05/15/20,8,0.20,0.25,0.30,0.25,766,303,2.53,112.94%,05/07/20
AAPL,303.74,Call,265.00,05/08/20,1,38.45,38.75,39.05,38.40,1284,507,2.53,0.00%,05/07/20
M,5.08,Call,7.00,01/15/21,253,0.90,0.97,1.03,0.95,2968,1174,2.53,88.94%,05/07/20
PAR,19.77,Put,17.50,05/15/20,8,0.40,0.45,0.50,0.50,676,268,2.52,122.24%,05/07/20
AAPL,303.74,Put,305.00,05/15/20,8,5.95,6.23,6.50,6.10,4100,1626,2.52,30.57%,05/07/20
BAC,22.84,Put,22.50,05/08/20,1,0.15,0.16,0.16,0.16,16124,6395,2.52,63.40%,05/07/20
NS,12.41,Call,15.00,06/19/20,43,0.30,0.35,0.40,0.38,540,215,2.51,68.20%,05/07/20
TSN,57.26,Call,58.00,05/08/20,1,0.30,0.35,0.40,0.35,639,255,2.51,54.33%,05/07/20
BYND,122.66,Call,135.00,05/08/20,1,0.50,0.53,0.55,0.50,9640,3842,2.51,146.56%,05/07/20
MU,46.59,Put,45.00,05/22/20,15,1.23,1.28,1.33,1.28,644,258,2.5,53.60%,05/07/20
JPM,91.21,Put,92.00,05/08/20,1,1.29,1.44,1.58,1.56,1373,550,2.5,58.72%,05/07/20
SQ,74.62,Put,69.00,05/08/20,1,0.06,0.13,0.20,0.11,2414,967,2.5,99.82%,05/07/20
AAL,9.54,Call,10.00,05/08/20,1,0.09,0.1,0.11,0.11,19403,7757,2.5,138.42%,05/07/20
FTNT,135.12,Call,140.00,06/19/20,43,4.80,5.05,5.30,5.15,607,244,2.49,38.52%,05/07/20
CSOD,36.23,Call,37.50,06/19/20,43,3.20,3.4,3.60,3.32,611,245,2.49,77.48%,05/07/20
ROKU,137.5,Call,165.00,05/15/20,8,2.45,2.48,2.50,2.47,1212,486,2.49,126.48%,05/07/20
FRO,7.86,Put,17.00,10/16/20,162,9.80,10.1,10.40,10.10,1846,740,2.49,134.38%,05/07/20
CSCO,41.37,Put,44.00,06/19/20,43,3.55,3.6,3.65,3.55,706,285,2.48,34.53%,05/07/20
LRCX,247.63,Call,260.00,05/08/20,1,0.34,0.49,0.64,0.40,750,302,2.48,70.12%,05/07/20
FEYE,11.95,Put,11.00,05/15/20,8,0.14,0.16,0.18,0.17,761,307,2.48,75.55%,05/07/20
FB,211.26,Put,212.50,05/15/20,8,4.40,4.55,4.70,4.69,790,319,2.48,32.56%,05/07/20
TTD,322.5,Call,320.00,05/08/20,1,17.20,18.85,20.50,20.40,563,228,2.47,285.27%,05/07/20
MRNA,53.19,Call,52.00,05/08/20,1,1.55,1.95,2.35,2.05,1059,429,2.47,125.00%,05/07/20
W,176.89,Put,175.00,05/08/20,1,2.45,2.65,2.85,2.80,1564,636,2.46,99.92%,05/07/20
COP,42.42,Call,30.00,05/15/20,8,12.20,12.45,12.70,12.45,2197,893,2.46,102.96%,05/07/20
FB,211.26,Call,212.50,05/08/20,1,0.84,0.92,0.99,0.90,12053,4905,2.46,32.38%,05/07/20
ROKU,137.5,Call,170.00,06/05/20,29,1.64,2.67,3.70,3.40,541,221,2.45,81.59%,05/07/20
SHOP,722.76,Put,720.00,05/08/20,1,6.30,8.3,10.30,8.40,844,344,2.45,64.59%,05/07/20
SWCH,18.22,Call,21.00,05/15/20,8,0.20,0.23,0.25,0.25,981,400,2.45,98.47%,05/07/20
BP,24.06,Call,20.00,05/15/20,8,3.80,3.98,4.15,4.00,971,398,2.44,48.32%,05/07/20
SHOP,722.76,Call,730.00,05/08/20,1,6.60,8.2,9.80,7.02,1186,486,2.44,67.41%,05/07/20
LYFT,31.78,Put,29.50,05/08/20,1,0.11,0.15,0.19,0.17,1396,572,2.44,137.06%,05/07/20
FB,211.26,Put,200.00,06/05/20,29,3.50,3.63,3.75,3.65,583,240,2.43,35.20%,05/07/20
AAPL,303.74,Call,252.50,05/08/20,1,51.00,51.43,51.85,50.88,617,255,2.42,0.00%,05/07/20
JPM,91.21,Call,94.50,05/08/20,1,0.14,0.17,0.20,0.17,1038,429,2.42,58.06%,05/07/20
PTON,44.12,Call,48.00,05/15/20,8,1.19,1.27,1.35,1.34,1907,788,2.42,105.61%,05/07/20
MGM,14.93,Call,15.50,05/08/20,1,0.13,0.14,0.14,0.14,4856,2010,2.42,111.54%,05/07/20
SPCE,19.84,Call,19.00,05/08/20,1,0.79,0.98,1.17,0.97,9231,3814,2.42,104.43%,05/07/20
NOW,381.83,Call,385.00,05/08/20,1,2.15,2.63,3.10,2.85,649,269,2.41,52.99%,05/07/20
FLIR,47.9,Call,55.00,06/19/20,43,1.30,1.38,1.45,1.30,910,378,2.41,54.54%,05/07/20
SAVE,10.51,Call,10.00,06/19/20,43,1.95,2.05,2.15,2.05,1552,645,2.41,127.53%,05/07/20
W,176.89,Put,180.00,05/08/20,1,4.00,4.95,5.90,5.40,734,306,2.4,97.69%,05/07/20
RPD,50.8,Call,55.00,05/15/20,8,0.85,0.98,1.10,0.95,880,366,2.4,80.30%,05/07/20
GOOGL,1369.28,Call,1390.00,05/08/20,1,1.20,1.55,1.90,1.65,1064,443,2.4,28.21%,05/07/20
FDX,116.74,Put,110.00,05/15/20,8,1.01,1.08,1.14,1.07,1598,666,2.4,51.54%,05/07/20
PYPL,146.29,Call,150.00,09/18/20,134,11.10,11.58,12.05,11.11,2945,1228,2.4,35.20%,05/07/20
TSLA,780.04,Call,810.00,05/08/20,1,2.25,2.37,2.49,2.37,5988,2496,2.4,70.70%,05/07/20
MA,278.47,Put,280.00,05/08/20,1,3.25,3.48,3.70,3.46,538,225,2.39,45.11%,05/07/20
MRNA,53.19,Call,52.50,05/08/20,1,1.25,1.55,1.85,1.70,576,241,2.39,120.14%,05/07/20
DIS,105.57,Call,100.00,05/08/20,1,5.30,5.55,5.80,5.41,2099,877,2.39,20.28%,05/07/20
BYND,122.66,Put,112.00,05/08/20,1,0.30,0.34,0.38,0.35,3135,1314,2.39,131.43%,05/07/20
ZM,157.8,Call,157.50,05/15/20,8,7.40,7.6,7.80,7.80,532,224,2.38,81.97%,05/07/20
PTON,44.12,Call,50.00,10/16/20,162,6.50,6.73,6.95,6.80,585,246,2.38,75.71%,05/07/20
DBX,21.89,Call,23.00,05/22/20,15,1.15,1.28,1.40,1.20,638,268,2.38,93.42%,05/07/20
AMZN,2364.55,Call,2390.00,05/08/20,1,3.15,4.08,5.00,4.70,1228,517,2.38,27.88%,05/07/20
LYFT,31.78,Call,35.00,05/08/20,1,0.08,0.1,0.11,0.10,2111,886,2.38,137.44%,05/07/20
DBX,21.89,Call,21.00,05/15/20,8,1.90,2,2.10,2.00,2613,1099,2.38,119.40%,05/07/20
UBER,30.93,Call,35.00,05/15/20,8,0.62,0.63,0.64,0.63,8122,3417,2.38,105.65%,05/07/20
ET,7.49,Call,9.00,07/17/20,71,0.39,0.42,0.45,0.43,12144,5110,2.38,69.70%,05/07/20
CCL,13.53,Call,7.50,06/19/20,43,6.10,6.35,6.60,6.10,1132,480,2.36,99.82%,05/07/20
PANW,213.13,Call,215.00,05/15/20,8,2.77,3.39,4.00,3.50,1346,571,2.36,34.37%,05/07/20
TSN,57.26,Call,57.00,05/15/20,8,1.55,1.6,1.65,1.60,700,298,2.35,43.21%,05/07/20
SNAP,18.15,Put,18.00,05/08/20,1,0.20,0.23,0.26,0.22,3750,1596,2.35,76.60%,05/07/20
CGC,15.44,Call,16.00,05/08/20,1,0.09,0.14,0.18,0.11,5393,2294,2.35,95.51%,05/07/20
NVDA,304.87,Put,305.00,05/15/20,8,8.60,8.7,8.80,8.85,901,385,2.34,49.04%,05/07/20
FTNT,135.12,Call,135.00,05/15/20,8,3.20,3.45,3.70,3.60,3789,1620,2.34,44.14%,05/07/20
NVDA,304.87,Call,330.00,05/22/20,15,4.60,4.8,5.00,4.75,797,342,2.33,53.74%,05/07/20
ROKU,137.5,Call,143.00,05/08/20,1,3.75,4.78,5.80,5.79,882,379,2.33,281.92%,05/07/20
LOW,111.92,Put,90.00,01/15/21,253,6.90,8.1,9.30,7.27,937,403,2.33,48.92%,05/07/20
UAL,22.75,Put,23.50,05/15/20,8,1.89,1.94,2.00,1.99,1034,444,2.33,116.65%,05/07/20
AAPL,303.74,Call,272.50,05/08/20,1,30.60,31.23,31.85,30.65,1838,789,2.33,0.00%,05/07/20
MRNA,53.19,Call,55.00,05/08/20,1,0.50,0.63,0.75,0.67,2558,1099,2.33,123.19%,05/07/20
SBUX,76,Put,75.00,05/08/20,1,0.30,0.34,0.38,0.35,3628,1560,2.33,47.36%,05/07/20
SHOP,722.76,Put,690.00,05/08/20,1,1.05,1.43,1.80,1.58,711,307,2.32,74.57%,05/07/20
LYFT,31.78,Call,32.00,05/15/20,8,1.47,1.58,1.68,1.60,1758,757,2.32,90.52%,05/07/20
THO,68.87,Call,67.50,05/15/20,8,3.00,3.4,3.80,3.59,2364,1018,2.32,70.60%,05/07/20
JPM,91.21,Call,93.00,05/08/20,1,0.38,0.41,0.43,0.37,3284,1415,2.32,53.30%,05/07/20
AAPL,303.74,Put,300.00,05/29/20,22,6.85,7.2,7.55,7.28,786,340,2.31,30.90%,05/07/20
CRM,169.9,Call,172.50,05/08/20,1,0.26,0.54,0.83,0.50,1119,485,2.31,40.29%,05/07/20
DIS,105.57,Put,103.00,05/15/20,8,1.35,1.44,1.52,1.48,4391,1897,2.31,41.80%,05/07/20
TLRY,7.61,Call,8.50,05/15/20,8,0.30,0.32,0.35,0.33,4545,1965,2.31,144.25%,05/07/20
BAC,22.84,Call,23.50,05/15/20,8,0.33,0.35,0.37,0.35,8385,3637,2.31,45.54%,05/07/20
PTON,44.12,Call,42.00,05/08/20,1,2.34,2.51,2.67,2.53,9777,4227,2.31,131.01%,05/07/20
EOG,48.31,Put,40.00,06/19/20,43,1.31,1.46,1.60,1.44,1285,559,2.3,73.59%,05/07/20
LYFT,31.78,Call,33.00,05/15/20,8,1.05,1.12,1.19,1.10,1376,597,2.3,85.52%,05/07/20
SWCH,18.22,Call,20.00,05/15/20,8,0.40,0.43,0.45,0.37,3085,1342,2.3,90.62%,05/07/20
UBER,30.93,Call,31.00,05/15/20,8,1.96,1.99,2.02,1.99,6144,2666,2.3,110.61%,05/07/20
JNJ,147.59,Put,139.00,05/15/20,8,0.26,0.32,0.37,0.30,662,289,2.29,31.25%,05/07/20
WYNN,79.6,Call,84.00,05/08/20,1,0.17,0.24,0.30,0.19,957,417,2.29,83.70%,05/07/20
WYNN,79.6,Put,67.50,06/19/20,43,3.15,3.5,3.85,3.50,1356,593,2.29,81.91%,05/07/20
UBER,30.93,Call,33.50,05/08/20,1,0.60,0.64,0.68,0.63,2343,1022,2.29,237.58%,05/07/20
NVDA,304.87,Call,305.00,05/08/20,1,2.78,2.89,3.00,2.94,5829,2547,2.29,47.10%,05/07/20
SPCE,19.84,Call,20.00,05/15/20,8,1.31,1.34,1.36,1.32,14625,6379,2.29,118.81%,05/07/20
DBX,21.89,Call,25.00,06/19/20,43,0.70,0.75,0.80,0.80,759,333,2.28,61.48%,05/07/20
LYFT,31.78,Call,34.50,05/08/20,1,0.08,0.11,0.14,0.10,1145,503,2.28,122.25%,05/07/20
LVS,47.37,Call,48.00,05/08/20,1,0.45,0.56,0.67,0.54,2123,933,2.28,81.95%,05/07/20
HPQ,14.95,Call,14.00,06/19/20,43,1.40,1.53,1.66,1.68,500,220,2.27,57.08%,05/07/20
GOOGL,1369.28,Put,1350.00,05/08/20,1,2.50,2.9,3.30,2.70,585,258,2.27,32.95%,05/07/20
BA,128.65,Call,125.00,05/08/20,1,4.00,4.25,4.50,4.40,4662,2054,2.27,78.64%,05/07/20
TEAM,179.78,Put,185.00,05/15/20,8,7.20,7.85,8.50,8.53,569,252,2.26,51.72%,05/07/20
NKE,88.56,Call,90.00,05/08/20,1,0.16,0.24,0.31,0.20,1168,517,2.26,37.25%,05/07/20
C,44.64,Put,44.50,05/08/20,1,0.61,0.65,0.69,0.63,1423,631,2.26,75.06%,05/07/20
FSLY,33.58,Call,30.00,05/15/20,8,3.50,3.9,4.30,4.00,3694,1638,2.26,85.75%,05/07/20
BA,128.65,Call,135.00,05/08/20,1,0.39,0.4,0.41,0.39,8013,3548,2.26,83.23%,05/07/20
TSN,57.26,Call,62.50,06/19/20,43,0.95,1.05,1.15,1.12,515,229,2.25,36.91%,05/07/20
CRM,169.9,Call,172.50,05/15/20,8,2.23,2.56,2.89,2.45,697,310,2.25,35.43%,05/07/20
BYND,122.66,Put,111.00,05/08/20,1,0.20,0.27,0.34,0.30,757,337,2.25,135.78%,05/07/20
GOOGL,1369.28,Call,1380.00,05/08/20,1,3.70,4,4.30,3.80,1402,622,2.25,27.99%,05/07/20
DOCU,117.7,Call,135.00,05/15/20,8,0.15,0.22,0.30,0.20,1436,638,2.25,55.19%,05/07/20
BP,24.06,Call,22.00,05/15/20,8,1.80,1.96,2.13,2.01,1714,766,2.24,18.78%,05/07/20
RVLV,10.37,Put,15.00,09/18/20,134,5.60,5.8,6.00,5.95,637,286,2.23,106.37%,05/07/20
WORK,29.95,Call,33.00,05/15/20,8,0.40,0.45,0.50,0.50,1368,614,2.23,84.86%,05/07/20
MMM,145.74,Call,147.00,05/08/20,1,0.19,0.26,0.33,0.25,980,442,2.22,23.14%,05/07/20
DBX,21.89,Put,20.50,05/08/20,1,0.10,0.45,0.80,0.72,1216,548,2.22,293.82%,05/07/20
ROKU,137.5,Call,155.00,05/08/20,1,2.50,2.59,2.67,2.50,4238,1908,2.22,280.42%,05/07/20
GPRO,3.37,Put,3.00,05/08/20,1,0.12,0.14,0.16,0.16,5461,2461,2.22,468.73%,05/07/20
CARG,24.87,Call,25.00,05/15/20,8,1.35,1.5,1.65,1.49,1116,506,2.21,105.41%,05/07/20
WFC,25.23,Call,25.50,05/08/20,1,0.18,0.21,0.23,0.20,2789,1260,2.21,59.76%,05/07/20
WORK,29.95,Call,31.00,05/15/20,8,0.95,0.98,1.00,1.00,8743,3959,2.21,81.29%,05/07/20
AMZN,2364.55,Put,2370.00,05/08/20,1,13.05,15.18,17.30,15.00,659,300,2.2,24.54%,05/07/20
UBER,30.93,Call,30.00,05/08/20,1,2.13,2.15,2.17,2.15,12535,5703,2.2,258.44%,05/07/20
PYPL,146.29,Put,120.00,08/21/20,106,3.30,3.65,4.00,3.70,775,354,2.19,45.39%,05/07/20
UBER,30.93,Call,35.00,05/22/20,15,0.78,0.82,0.86,0.84,815,372,2.19,87.48%,05/07/20
GM,22.44,Call,23.50,05/15/20,8,0.40,0.41,0.42,0.39,1013,462,2.19,59.75%,05/07/20
TLRY,7.61,Call,25.00,09/18/20,134,0.09,0.11,0.12,0.12,1508,689,2.19,107.96%,05/07/20
BA,128.65,Call,136.00,05/08/20,1,0.25,0.3,0.35,0.27,1611,735,2.19,82.67%,05/07/20
HTHT,32.09,Put,22.50,09/18/20,134,0.90,1.03,1.15,0.99,5484,2500,2.19,64.24%,05/07/20
ZM,157.8,Call,172.50,05/08/20,1,0.10,0.2,0.30,0.15,516,237,2.18,99.06%,05/07/20
TTD,322.5,Put,300.00,05/08/20,1,6.70,8.2,9.70,8.61,1017,467,2.18,271.54%,05/07/20
AAL,9.54,Call,12.00,11/20/20,197,2.10,2.32,2.53,2.20,10308,4727,2.18,106.46%,05/07/20
STE,143.86,Put,140.00,05/15/20,8,2.25,2.68,3.10,2.50,500,230,2.17,49.68%,05/07/20
RCL,38.03,Call,38.00,05/15/20,8,2.66,2.86,3.05,3.05,600,276,2.17,135.17%,05/07/20
TTD,322.5,Call,350.00,05/08/20,1,6.90,8.35,9.80,7.90,605,279,2.17,263.59%,05/07/20
WFC,25.23,Call,25.00,05/08/20,1,0.44,0.54,0.63,0.45,863,398,2.17,61.30%,05/07/20
NOW,381.83,Call,380.00,05/08/20,1,4.60,4.95,5.30,5.10,1046,482,2.17,51.71%,05/07/20
NVDA,304.87,Put,292.50,05/08/20,1,0.31,0.43,0.55,0.34,1152,532,2.17,57.24%,05/07/20
SQ,74.62,Put,68.00,05/15/20,8,0.49,0.55,0.62,0.56,1809,833,2.17,63.24%,05/07/20
CCL,13.53,Call,14.00,05/22/20,15,0.85,0.88,0.90,0.90,506,234,2.16,100.46%,05/07/20
XRAY,41.06,Put,40.00,05/15/20,8,0.90,1.13,1.35,1.05,523,242,2.16,63.80%,05/07/20
UBER,30.93,Put,30.00,05/08/20,1,1.25,1.43,1.60,1.30,7766,3592,2.16,271.53%,05/07/20
SQ,74.62,Call,70.00,05/29/20,22,6.70,7.1,7.50,6.97,726,338,2.15,59.79%,05/07/20
WORK,29.95,Call,30.50,05/15/20,8,1.15,1.17,1.20,1.18,2301,1069,2.15,80.41%,05/07/20
AMZN,2364.55,Call,2400.00,05/08/20,1,2.50,2.73,2.95,2.75,5502,2559,2.15,27.70%,05/07/20
EDIT,24.1,Call,30.00,06/19/20,43,0.70,0.98,1.25,1.10,864,403,2.14,87.51%,05/07/20
SNAP,18.15,Call,19.50,05/15/20,8,0.10,0.13,0.15,0.14,1231,575,2.14,52.28%,05/07/20
W,176.89,Put,160.00,05/08/20,1,0.25,0.28,0.30,0.30,2223,1039,2.14,125.18%,05/07/20
PTON,44.12,Call,60.00,07/17/20,71,1.85,1.88,1.90,1.85,3519,1643,2.14,78.76%,05/07/20
Z,48.56,Put,45.00,05/15/20,8,2.20,2.35,2.50,2.40,691,324,2.13,142.62%,05/07/20
ROKU,137.5,Call,150.00,05/22/20,15,5.95,6.15,6.35,6.30,733,344,2.13,98.78%,05/07/20
TRIP,18.72,Put,16.00,05/08/20,1,0.10,0.15,0.20,0.14,888,417,2.13,257.34%,05/07/20
ROKU,137.5,Put,116.00,05/08/20,1,0.66,0.75,0.83,0.75,922,432,2.13,249.84%,05/07/20
AXP,86.73,Put,80.00,06/19/20,43,3.10,3.15,3.20,3.20,2348,1101,2.13,52.84%,05/07/20
TSLA,780.04,Call,770.00,05/08/20,1,15.00,16,17.00,16.50,2975,1396,2.13,66.26%,05/07/20
WYNN,79.6,Call,81.00,05/08/20,1,0.07,0.6,1.13,0.77,531,250,2.12,80.85%,05/07/20
BYND,122.66,Call,145.00,05/15/20,8,1.35,1.43,1.50,1.40,2100,990,2.12,102.87%,05/07/20
MSFT,183.6,Call,185.00,05/29/20,22,4.05,4.23,4.40,4.25,3178,1498,2.12,26.89%,05/07/20
DIS,105.57,Call,106.00,05/08/20,1,0.75,0.78,0.80,0.69,4408,2081,2.12,40.15%,05/07/20
ROKU,137.5,Call,190.00,05/15/20,8,1.00,1.11,1.22,1.10,577,274,2.11,148.17%,05/07/20
WORK,29.95,Call,30.00,05/22/20,15,1.85,1.88,1.90,1.86,1491,708,2.11,77.52%,05/07/20
BA,128.65,Call,134.00,05/08/20,1,0.49,0.67,0.85,0.49,1584,749,2.11,80.42%,05/07/20
GRUB,44.89,Call,55.00,06/19/20,43,1.00,1.05,1.10,0.98,2797,1327,2.11,62.26%,05/07/20
ROKU,137.5,Call,136.00,05/15/20,8,10.00,10.2,10.40,10.23,631,301,2.1,117.05%,05/07/20
AAPL,303.74,Call,262.50,05/08/20,1,40.80,41.33,41.85,40.85,782,373,2.1,0.00%,05/07/20
SBUX,76,Put,55.00,10/16/20,162,1.74,2.02,2.29,2.07,2513,1194,2.1,52.42%,05/07/20
NIO,3.63,Call,4.50,06/19/20,43,0.27,0.28,0.29,0.27,9464,4512,2.1,110.08%,05/07/20
JD,44.76,Put,43.50,05/15/20,8,1.34,1.37,1.40,1.34,501,240,2.09,73.30%,05/07/20
ARI,7.98,Call,7.50,05/15/20,8,0.70,0.9,1.10,0.85,556,266,2.09,126.50%,05/07/20
GOOGL,1369.28,Call,1370.00,05/08/20,1,6.90,8.2,9.50,9.60,704,337,2.09,34.73%,05/07/20
COP,42.42,Call,36.00,05/15/20,8,6.15,6.4,6.65,6.05,3098,1484,2.09,38.42%,05/07/20
UBER,30.93,Call,34.00,05/15/20,8,0.86,0.87,0.88,0.88,4583,2191,2.09,107.56%,05/07/20
TSLA,780.04,Call,830.00,05/08/20,1,0.95,1.02,1.09,0.98,5991,2872,2.09,79.11%,05/07/20
LYFT,31.78,Call,36.00,05/15/20,8,0.28,0.34,0.40,0.31,667,320,2.08,80.64%,05/07/20
TTD,322.5,Call,330.00,05/08/20,1,14.00,14.75,15.50,15.00,679,328,2.07,271.85%,05/07/20
DBX,21.89,Call,21.50,05/08/20,1,1.45,1.53,1.60,1.50,1745,845,2.07,286.19%,05/07/20
BMY,61.04,Put,60.00,09/18/20,134,3.75,3.9,4.05,4.00,2024,978,2.07,31.80%,05/07/20
TTD,322.5,Put,255.00,05/08/20,1,0.70,0.8,0.90,0.86,692,336,2.06,273.20%,05/07/20
SBUX,76,Call,75.50,05/15/20,8,1.93,1.98,2.02,1.95,598,292,2.05,37.48%,05/07/20
NKE,88.56,Call,145.00,01/21/22,624,1.18,1.48,1.77,1.57,720,352,2.05,26.62%,05/07/20
TSLA,780.04,Call,815.00,05/08/20,1,1.49,1.82,2.14,1.92,2152,1048,2.05,73.17%,05/07/20
AMD,51.95,Call,53.00,05/08/20,1,0.18,0.19,0.19,0.18,22719,11057,2.05,50.48%,05/07/20
BP,24.06,Call,18.00,05/15/20,8,5.85,6,6.15,6.10,521,256,2.04,103.14%,05/07/20
BA,128.65,Call,124.00,05/08/20,1,5.00,5.35,5.70,5.20,1332,652,2.04,79.71%,05/07/20
HPQ,14.95,Call,15.00,06/19/20,43,0.86,0.91,0.96,0.92,2114,1038,2.04,45.60%,05/07/20
HLT,71.9,Call,80.00,01/15/21,253,8.20,9.3,10.40,8.16,538,265,2.03,46.01%,05/07/20
SBUX,76,Call,75.00,05/22/20,15,2.77,2.86,2.95,2.83,545,268,2.03,37.23%,05/07/20
UBER,30.93,Put,21.00,09/18/20,134,1.23,1.37,1.50,1.50,1322,650,2.03,81.53%,05/07/20
MGM,14.93,Put,15.00,05/08/20,1,0.30,0.38,0.45,0.36,2624,1295,2.03,103.72%,05/07/20
PINS,18.7,Call,18.00,05/15/20,8,1.00,1.05,1.10,1.10,3670,1804,2.03,63.79%,05/07/20
UBER,30.93,Put,28.00,05/08/20,1,0.61,0.63,0.65,1.14,6474,3194,2.03,377.43%,05/07/20
SNAP,18.15,Call,18.00,05/08/20,1,0.31,0.33,0.34,0.32,12267,6030,2.03,62.82%,05/07/20
JBLU,8.18,Call,14.00,09/18/20,134,0.45,0.5,0.55,0.53,1016,503,2.02,92.22%,05/07/20
AUY,5.07,Put,5.00,05/15/20,8,0.16,0.18,0.19,0.17,584,290,2.01,68.55%,05/07/20
WFC,25.23,Call,28.00,05/22/20,15,0.19,0.21,0.22,0.20,677,337,2.01,48.82%,05/07/20
TWTR,28.77,Call,29.50,05/15/20,8,0.53,0.57,0.60,0.56,1244,620,2.01,50.80%,05/07/20
ET,7.49,Call,8.50,05/22/20,15,0.13,0.14,0.15,0.14,1380,688,2.01,75.35%,05/07/20
ETSY,76.59,Call,80.00,05/08/20,1,0.15,0.18,0.20,0.20,4007,1992,2.01,74.18%,05/07/20
FLIR,47.9,Call,50.00,05/15/20,8,0.80,0.88,0.95,0.90,8030,3996,2.01,60.52%,05/07/20
MRNA,53.19,Call,54.00,05/15/20,8,2.25,2.53,2.80,2.58,569,284,2,93.61%,05/07/20
LYFT,31.78,Put,30.50,05/15/20,8,1.03,1.1,1.17,1.03,629,315,2,86.65%,05/07/20
ABT,93.99,Call,93.50,05/08/20,1,0.49,0.69,0.88,0.82,691,345,2,27.47%,05/07/20
AMZN,2364.55,Call,2415.00,05/08/20,1,1.00,1.3,1.59,1.10,961,480,2,27.54%,05/07/20
SQ,74.62,Call,72.00,05/08/20,1,2.34,3,3.65,2.98,5332,2661,2,82.11%,05/07/20
HEAR,11.49,Call,13.00,06/19/20,43,1.30,1.4,1.50,1.30,666,334,1.99,117.65%,05/07/20
TTD,322.5,Put,260.00,05/08/20,1,1.05,1.18,1.30,1.05,746,374,1.99,265.59%,05/07/20
VTIQ,14.85,Call,20.00,07/17/20,71,1.50,1.58,1.65,1.58,913,459,1.99,118.61%,05/07/20
AAL,9.54,Call,9.00,08/21/20,106,2.11,2.43,2.74,2.49,1190,597,1.99,111.84%,05/07/20
AMZN,2364.55,Put,2320.00,05/08/20,1,1.30,2.15,3.00,2.00,1562,783,1.99,29.97%,05/07/20
CYBR,105.93,Call,120.00,05/15/20,8,1.40,1.48,1.55,1.50,1692,852,1.99,91.95%,05/07/20
FB,211.26,Put,207.50,05/08/20,1,0.38,0.4,0.41,0.38,8635,4329,1.99,36.79%,05/07/20
CSX,63.92,Call,75.00,08/21/20,106,1.07,1.19,1.31,1.17,988,500,1.98,31.86%,05/07/20
BABA,196.49,Call,175.00,05/08/20,1,20.75,21.38,22.00,20.80,600,305,1.97,0.00%,05/07/20
TSLA,780.04,Call,865.00,05/08/20,1,0.25,0.37,0.48,0.32,608,309,1.97,96.92%,05/07/20
MRNA,53.19,Call,51.00,05/08/20,1,2.10,2.5,2.90,2.65,798,405,1.97,116.13%,05/07/20
PYPL,146.29,Call,170.00,01/15/21,253,8.50,9.05,9.60,8.65,1951,988,1.97,33.75%,05/07/20
SNAP,18.15,Call,22.00,07/17/20,71,0.47,0.48,0.49,0.48,2482,1261,1.97,50.29%,05/07/20
FSLY,33.58,Call,28.00,05/15/20,8,5.40,5.7,6.00,5.20,658,335,1.96,37.89%,05/07/20
WTRH,2.34,Call,3.00,05/15/20,8,0.10,0.13,0.15,0.15,1388,709,1.96,253.39%,05/07/20
GPRO,3.37,Put,3.50,05/08/20,1,0.38,0.4,0.41,0.36,1494,762,1.96,405.75%,05/07/20
VIAC,16.42,Call,18.00,05/15/20,8,0.01,0.14,0.27,0.22,2348,1197,1.96,75.09%,05/07/20
AMD,51.95,Call,52.00,05/15/20,8,1.54,1.6,1.65,1.56,4302,2197,1.96,51.41%,05/07/20
CRWD,75.49,Call,82.50,05/15/20,8,0.50,0.55,0.60,0.50,549,282,1.95,56.82%,05/07/20
MU,46.59,Put,41.50,05/15/20,8,0.18,0.2,0.21,0.19,883,453,1.95,61.28%,05/07/20
ABT,93.99,Call,93.50,05/15/20,8,1.47,1.73,2.00,1.95,622,320,1.94,30.33%,05/07/20
WMT,121.89,Call,124.00,05/08/20,1,0.06,0.1,0.14,0.10,2401,1238,1.94,27.39%,05/07/20
ERI,19.37,Call,35.00,09/18/20,134,1.55,1.68,1.80,1.70,2983,1541,1.94,108.95%,05/07/20
BYND,122.66,Call,125.00,05/22/20,15,6.95,7.45,7.95,7.25,626,325,1.93,83.37%,05/07/20
SHOP,722.76,Call,760.00,05/08/20,1,1.20,1.35,1.50,1.30,1082,560,1.93,73.74%,05/07/20
SNAP,18.15,Call,18.00,06/05/20,29,1.14,1.17,1.19,1.15,1159,601,1.93,52.40%,05/07/20
WMT,121.89,Put,122.00,05/08/20,1,0.62,0.69,0.76,0.72,1521,787,1.93,26.15%,05/07/20
FAST,38.18,Call,37.50,06/19/20,43,2.15,2.2,2.25,2.14,2027,1049,1.93,33.75%,05/07/20
AAPL,303.74,Call,302.50,05/22/20,15,7.10,7.25,7.40,7.25,546,285,1.92,26.63%,05/07/20
MRNA,53.19,Put,50.00,05/15/20,8,1.55,1.6,1.65,1.55,837,437,1.92,94.38%,05/07/20
