Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
TWLO,170.89,Put,120.00,05/15/20,8,0.27,0.31,0.35,0.33,723,132,5.48,128.31%,05/07/20
BAC,22.84,Call,23.50,05/29/20,22,0.67,0.7,0.73,0.74,1722,317,5.43,45.39%,05/07/20
DBX,21.89,Put,18.00,05/08/20,1,0.05,0.1,0.15,0.10,1910,352,5.43,266.04%,05/07/20
GT,6.72,Put,6.50,05/15/20,8,0.15,0.2,0.25,0.20,580,107,5.42,76.36%,05/07/20
LYFT,31.78,Call,34.00,05/08/20,1,0.14,0.17,0.19,0.17,1117,207,5.4,125.34%,05/07/20
NFLX,436.53,Call,530.00,05/15/20,8,0.05,0.14,0.22,0.16,2151,400,5.38,57.46%,05/07/20
PBR,6.33,Put,6.00,01/15/21,253,1.16,1.18,1.20,1.14,1107,207,5.35,65.74%,05/07/20
BA,128.65,Call,129.00,05/08/20,1,1.74,1.91,2.08,1.94,3892,727,5.35,78.38%,05/07/20
CODX,14.74,Call,10.00,06/19/20,43,4.80,5.1,5.40,5.30,1026,192,5.34,128.37%,05/07/20
DBX,21.89,Put,19.00,05/08/20,1,0.25,0.28,0.30,0.27,1324,248,5.34,281.89%,05/07/20
AAPL,303.74,Call,100.00,06/19/20,43,203.10,203.52,203.95,202.85,2351,448,5.25,0.00%,05/07/20
VUZI,2.21,Call,2.50,05/15/20,8,0.15,0.2,0.25,0.23,2483,473,5.25,257.94%,05/07/20
NET,29.52,Call,35.00,06/19/20,43,1.85,1.98,2.10,1.85,1799,343,5.24,90.98%,05/07/20
BA,128.65,Put,128.00,05/08/20,1,1.80,1.85,1.90,1.90,3202,611,5.24,82.55%,05/07/20
FEYE,11.95,Call,11.50,05/08/20,1,0.51,0.55,0.60,0.54,4332,827,5.24,103.64%,05/07/20
JPM,91.21,Call,92.50,05/08/20,1,0.47,0.52,0.56,0.50,2721,521,5.22,52.99%,05/07/20
CSOD,36.23,Call,42.50,06/19/20,43,1.85,2.25,2.65,1.80,551,106,5.2,78.23%,05/07/20
BYND,122.66,Put,120.00,05/08/20,1,2.00,2.15,2.30,2.10,7325,1416,5.17,128.72%,05/07/20
NEM,64.56,Put,65.00,05/08/20,1,0.47,0.82,1.17,0.97,1428,277,5.16,54.00%,05/07/20
ROKU,137.5,Call,150.00,05/08/20,1,3.50,3.6,3.70,3.60,9220,1791,5.15,280.68%,05/07/20
CVX,92.64,Put,93.00,05/08/20,1,0.75,0.95,1.15,1.23,1087,212,5.13,53.76%,05/07/20
AAPL,303.74,Put,307.50,05/08/20,1,4.50,4.88,5.25,5.02,1764,345,5.11,43.07%,05/07/20
COUP,193.73,Call,190.00,05/15/20,8,8.10,8.65,9.20,10.77,806,158,5.1,77.25%,05/07/20
FB,211.26,Put,212.50,05/08/20,1,2.10,2.17,2.23,2.20,2588,508,5.09,34.00%,05/07/20
ROKU,137.5,Call,137.00,05/08/20,1,7.75,8.3,8.85,8.48,2024,400,5.06,287.26%,05/07/20
UBER,30.93,Call,31.00,05/08/20,1,1.60,1.64,1.67,1.63,11035,2181,5.06,257.58%,05/07/20
JPM,91.21,Call,95.50,05/08/20,1,0.05,0.08,0.12,0.13,1636,324,5.05,65.01%,05/07/20
NUAN,20.2,Put,20.00,05/15/20,8,0.65,0.73,0.80,0.70,2021,400,5.05,67.31%,05/07/20
JD,44.76,Put,44.00,05/08/20,1,0.22,0.24,0.26,0.22,1784,355,5.03,55.41%,05/07/20
PINS,18.7,Call,18.50,05/08/20,1,0.30,0.38,0.45,0.35,5414,1077,5.03,60.83%,05/07/20
FL,23.35,Call,25.00,01/15/21,253,3.90,4.05,4.20,4.00,1644,329,5,59.14%,05/07/20
BYND,122.66,Call,112.00,05/08/20,1,10.20,10.83,11.45,10.84,2269,454,5,111.61%,05/07/20
BA,128.65,Call,124.00,05/15/20,8,7.55,8.28,9.00,8.40,1080,217,4.98,77.21%,05/07/20
ZNGA,7.64,Call,8.00,06/12/20,36,0.25,0.33,0.40,0.28,1309,263,4.98,44.22%,05/07/20
V,182.72,Put,182.50,05/08/20,1,1.30,1.37,1.43,1.48,912,184,4.96,41.72%,05/07/20
NVDA,304.87,Put,302.50,05/08/20,1,1.96,1.98,2.01,1.87,1849,374,4.94,45.84%,05/07/20
DBX,21.89,Call,22.00,05/15/20,8,1.50,1.53,1.55,1.55,6342,1284,4.94,123.74%,05/07/20
BA,128.65,Put,129.00,05/08/20,1,2.00,2.21,2.42,2.35,1932,392,4.93,80.78%,05/07/20
ROKU,137.5,Call,138.00,05/08/20,1,7.50,8.2,8.90,7.60,2145,437,4.91,272.97%,05/07/20
PYPL,146.29,Call,160.00,07/17/20,71,3.65,4,4.35,3.60,811,166,4.89,32.29%,05/07/20
BA,128.65,Call,165.00,05/15/20,8,0.23,0.24,0.25,0.25,6570,1343,4.89,91.03%,05/07/20
BG,36.37,Call,50.00,01/15/21,253,1.15,1.5,1.85,1.30,691,142,4.87,39.60%,05/07/20
SPCE,19.84,Call,20.50,05/15/20,8,1.08,1.18,1.27,1.17,1547,320,4.83,123.94%,05/07/20
LUV,25.45,Call,26.00,05/08/20,1,0.20,0.23,0.25,0.22,3760,778,4.83,82.15%,05/07/20
CRM,169.9,Call,170.00,05/08/20,1,1.15,1.3,1.45,1.28,6169,1278,4.83,37.38%,05/07/20
TTD,322.5,Call,360.00,05/08/20,1,2.00,4.25,6.50,5.90,894,186,4.81,267.97%,05/07/20
ROKU,137.5,Call,170.00,05/15/20,8,1.95,2,2.05,1.97,3871,806,4.8,129.20%,05/07/20
TEVA,11.55,Put,11.50,05/15/20,8,0.37,0.42,0.46,0.43,803,168,4.78,67.05%,05/07/20
T,28.89,Call,29.00,05/22/20,15,0.59,0.63,0.66,0.65,686,144,4.76,29.75%,05/07/20
ROKU,137.5,Call,155.00,05/15/20,8,3.80,3.98,4.15,4.00,3750,787,4.76,121.88%,05/07/20
WORK,29.95,Call,31.00,05/08/20,1,0.25,0.28,0.30,0.26,1778,374,4.75,102.98%,05/07/20
TSLA,780.04,Call,795.00,05/08/20,1,4.60,5,5.40,5.10,4062,855,4.75,66.84%,05/07/20
MU,46.59,Call,51.00,05/22/20,15,0.41,0.42,0.43,0.41,1386,293,4.73,46.20%,05/07/20
TSLA,780.04,Put,760.00,05/08/20,1,3.45,3.65,3.85,3.65,6635,1404,4.73,67.55%,05/07/20
APA,11.88,Put,13.00,05/08/20,1,1.15,1.23,1.30,1.22,948,201,4.72,176.63%,05/07/20
TSLA,780.04,Put,775.00,05/08/20,1,7.50,7.95,8.40,8.20,7013,1485,4.72,64.93%,05/07/20
LYFT,31.78,Put,33.00,05/15/20,8,2.25,2.32,2.39,2.25,800,170,4.71,82.20%,05/07/20
DNKN,65.69,Put,57.50,06/19/20,43,1.10,1.23,1.35,1.32,621,132,4.7,50.36%,05/07/20
DAL,21.68,Put,22.50,05/08/20,1,0.93,0.97,1.00,0.97,5567,1186,4.69,96.64%,05/07/20
BYND,122.66,Call,109.00,05/08/20,1,12.65,13.53,14.40,14.40,698,149,4.68,196.15%,05/07/20
NTNX,21.66,Call,55.00,01/21/22,624,1.30,1.55,1.80,1.40,1250,267,4.68,58.18%,05/07/20
HEAR,11.49,Call,12.00,05/15/20,8,1.10,1.15,1.20,1.15,5258,1132,4.64,200.98%,05/07/20
PENN,18.18,Call,17.00,10/16/20,162,5.30,5.55,5.80,5.70,1072,232,4.62,110.49%,05/07/20
UBER,30.93,Call,30.50,05/08/20,1,1.85,2.43,3.00,1.91,3974,864,4.6,263.04%,05/07/20
AMD,51.95,Put,32.00,07/17/20,71,0.31,0.35,0.38,0.32,1015,221,4.59,70.72%,05/07/20
SQ,74.62,Put,69.00,05/15/20,8,0.50,0.61,0.72,0.71,1256,274,4.58,61.80%,05/07/20
SHOP,722.76,Put,710.00,05/08/20,1,2.70,4.7,6.70,4.80,781,171,4.57,66.24%,05/07/20
TRIP,18.72,Put,17.00,05/15/20,8,0.50,0.53,0.55,0.55,1380,302,4.57,116.28%,05/07/20
BYND,122.66,Call,125.00,05/08/20,1,1.81,2.11,2.41,2.25,17183,3771,4.56,127.13%,05/07/20
ROKU,137.5,Put,120.00,05/08/20,1,1.35,1.41,1.46,1.36,5000,1106,4.52,254.22%,05/07/20
FL,23.35,Call,35.00,01/15/21,253,1.20,1.3,1.40,1.25,5284,1168,4.52,53.00%,05/07/20
TTD,322.5,Put,265.00,05/08/20,1,1.05,1.58,2.10,1.65,555,123,4.51,274.39%,05/07/20
UFS,22.05,Call,25.00,05/15/20,8,0.05,0.28,0.50,0.15,504,112,4.5,72.36%,05/07/20
PYPL,146.29,Call,150.00,05/29/20,22,3.35,3.53,3.70,3.63,545,121,4.5,36.08%,05/07/20
C,44.64,Call,48.50,05/22/20,15,0.59,0.65,0.70,0.60,503,112,4.49,51.70%,05/07/20
OXY,13.88,Call,12.50,05/08/20,1,1.34,1.4,1.46,1.41,869,194,4.48,136.27%,05/07/20
DBX,21.89,Call,25.00,05/08/20,1,0.40,0.45,0.50,0.40,1233,275,4.48,298.15%,05/07/20
AMZN,2364.55,Put,2330.00,05/08/20,1,2.50,3.28,4.05,10.01,1836,410,4.48,47.65%,05/07/20
COP,42.42,Put,45.00,06/19/20,43,4.80,4.9,5.00,4.75,2401,536,4.48,56.05%,05/07/20
M,5.08,Call,5.00,11/20/20,197,1.44,1.54,1.63,1.49,1509,338,4.46,99.43%,05/07/20
TSLA,780.04,Put,765.00,05/08/20,1,4.65,4.75,4.85,4.75,3808,857,4.44,65.89%,05/07/20
ADM,34.76,Call,42.00,09/18/20,134,0.43,0.49,0.54,0.50,563,127,4.43,28.88%,05/07/20
COG,19.98,Call,20.00,07/17/20,71,1.50,1.63,1.75,1.70,1633,369,4.43,48.04%,05/07/20
SPWR,7.26,Put,7.00,05/15/20,8,0.46,0.49,0.52,0.49,3031,684,4.43,145.67%,05/07/20
LUV,25.45,Put,17.50,09/18/20,134,1.35,1.43,1.50,1.37,2015,456,4.42,83.44%,05/07/20
SNAP,18.15,Put,17.50,05/29/20,22,0.66,0.69,0.71,0.68,671,153,4.39,55.99%,05/07/20
T,28.89,Call,25.00,12/18/20,225,4.75,4.85,4.95,4.85,728,166,4.39,26.66%,05/07/20
LOW,111.92,Call,115.00,05/08/20,1,0.05,0.09,0.13,0.12,3047,696,4.38,41.02%,05/07/20
UBER,30.93,Call,33.00,05/15/20,8,1.12,1.15,1.17,1.12,11714,2675,4.38,105.15%,05/07/20
FSLY,33.58,Call,45.00,01/15/21,253,4.70,5.05,5.40,5.10,1088,249,4.37,75.84%,05/07/20
AMZN,2364.55,Call,2370.00,05/08/20,1,9.25,10.65,12.05,9.62,2542,582,4.37,24.51%,05/07/20
NET,29.52,Call,30.00,05/15/20,8,2.45,2.5,2.55,2.50,19090,4366,4.37,155.64%,05/07/20
YPF,3.85,Call,4.00,05/15/20,8,0.10,0.2,0.30,0.15,605,139,4.35,93.42%,05/07/20
SQ,74.62,Call,90.00,06/19/20,43,1.20,1.23,1.25,1.23,23825,5478,4.35,53.64%,05/07/20
BILL,73.22,Call,80.00,05/15/20,8,3.60,4.4,5.20,4.40,1313,303,4.33,161.53%,05/07/20
TSLA,780.04,Call,820.00,05/08/20,1,1.50,1.55,1.60,1.55,8754,2020,4.33,75.44%,05/07/20
UBER,30.93,Call,32.00,05/08/20,1,1.08,1.15,1.22,1.19,9452,2199,4.3,254.43%,05/07/20
LYFT,31.78,Put,31.00,05/08/20,1,0.46,0.51,0.56,0.49,4064,949,4.28,125.47%,05/07/20
RESI,7.16,Call,7.50,06/19/20,43,0.50,0.6,0.70,0.65,560,131,4.27,80.39%,05/07/20
ROKU,137.5,Call,144.00,05/08/20,1,3.15,4.45,5.75,5.17,641,150,4.27,272.53%,05/07/20
AMZN,2364.55,Call,2365.00,05/08/20,1,10.00,12.5,15.00,13.65,1297,305,4.25,28.01%,05/07/20
BYND,122.66,Call,120.00,05/22/20,15,9.55,9.85,10.15,9.18,1541,363,4.25,79.00%,05/07/20
NFLX,436.53,Put,435.00,05/08/20,1,3.25,3.43,3.60,3.35,3881,916,4.24,44.80%,05/07/20
AAPL,303.74,Put,302.50,05/15/20,8,4.80,4.88,4.95,4.80,2597,615,4.22,30.38%,05/07/20
DBX,21.89,Call,24.00,06/19/20,43,0.70,0.92,1.15,1.10,556,132,4.21,62.76%,05/07/20
LVS,47.37,Call,49.00,05/08/20,1,0.08,0.22,0.35,0.21,1886,449,4.2,75.87%,05/07/20
SAIL,19.89,Call,20.00,06/19/20,43,1.80,2,2.20,1.75,810,194,4.18,65.71%,05/07/20
W,176.89,Call,200.00,05/15/20,8,1.80,2.4,3.00,3.00,820,196,4.18,97.66%,05/07/20
AAPL,303.74,Call,250.00,05/15/20,8,53.10,53.63,54.15,53.23,15330,3675,4.17,11.22%,05/07/20
BMY,61.04,Put,62.50,01/21/22,624,10.90,11.98,13.05,11.25,503,121,4.16,35.51%,05/07/20
SHOP,722.76,Call,770.00,05/08/20,1,0.85,1.43,2.00,0.90,1635,396,4.13,80.15%,05/07/20
FEYE,11.95,Call,11.00,05/08/20,1,0.92,1,1.08,1.00,6256,1516,4.13,136.30%,05/07/20
RCL,38.03,Call,40.00,05/22/20,15,2.88,2.99,3.10,2.91,679,165,4.12,120.96%,05/07/20
GE,6.11,Put,7.00,05/08/20,1,0.88,0.92,0.96,0.90,3706,900,4.12,154.89%,05/07/20
NAK,0.84,Call,1.00,11/20/20,197,0.20,0.25,0.30,0.27,1760,430,4.09,132.28%,05/07/20
TSLA,780.04,Put,755.00,05/08/20,1,2.50,2.75,3.00,2.71,2677,655,4.09,68.52%,05/07/20
DAL,21.68,Call,22.50,05/08/20,1,0.13,0.14,0.15,0.12,7407,1816,4.08,87.66%,05/07/20
AAPL,303.74,Put,300.00,05/08/20,1,0.93,0.94,0.94,0.93,25693,6316,4.07,37.17%,05/07/20
GH,83.95,Put,80.00,05/15/20,8,2.50,3.1,3.70,3.30,601,148,4.06,104.22%,05/07/20
WORK,29.95,Call,29.50,05/08/20,1,0.80,0.93,1.05,0.90,1607,396,4.06,104.69%,05/07/20
ROKU,137.5,Call,133.00,05/08/20,1,9.65,10.25,10.85,10.00,1642,404,4.06,267.02%,05/07/20
BABA,196.49,Call,197.50,05/29/20,22,7.55,7.73,7.90,7.45,615,152,4.05,40.82%,05/07/20
LVGO,52.43,Call,60.00,05/15/20,8,0.30,0.43,0.55,0.40,995,248,4.01,78.63%,05/07/20
LUV,25.45,Put,17.50,12/18/20,225,2.10,2.18,2.25,2.20,2211,552,4.01,81.22%,05/07/20
MSFT,183.6,Put,182.50,05/15/20,8,2.50,2.62,2.73,2.65,5371,1339,4.01,29.54%,05/07/20
TSLA,780.04,Call,790.00,05/15/20,8,27.40,28.1,28.80,27.86,1818,455,4,70.13%,05/07/20
Z,48.56,Call,48.00,05/15/20,8,3.80,4.05,4.30,3.93,537,135,3.98,127.72%,05/07/20
AAPL,303.74,Call,287.50,05/08/20,1,15.60,16.2,16.80,16.00,9902,2491,3.98,29.71%,05/07/20
AMGN,233.33,Call,200.00,07/17/20,71,34.75,36.18,37.60,36.55,500,126,3.97,35.09%,05/07/20
YNDX,40.3,Call,45.00,01/15/21,253,3.40,3.7,4.00,3.50,1334,336,3.97,38.33%,05/07/20
MRNA,53.19,Call,53.00,05/15/20,8,2.85,3.03,3.20,3.00,729,184,3.96,92.44%,05/07/20
DBX,21.89,Call,22.50,05/15/20,8,1.25,1.33,1.40,1.34,1395,352,3.96,124.08%,05/07/20
UBER,30.93,Put,28.50,05/08/20,1,0.72,0.75,0.77,0.77,2148,543,3.96,277.43%,05/07/20
COF,60.82,Put,57.50,06/19/20,43,3.35,3.5,3.65,3.75,4348,1101,3.95,65.39%,05/07/20
BA,128.65,Call,132.00,05/08/20,1,0.74,1.07,1.39,0.85,4525,1146,3.95,77.73%,05/07/20
LOW,111.92,Call,125.00,05/22/20,15,0.70,0.83,0.96,0.82,686,174,3.94,49.50%,05/07/20
SHOP,722.76,Call,740.00,05/08/20,1,4.00,4.2,4.40,4.01,1886,480,3.93,68.34%,05/07/20
AAPL,303.74,Call,290.00,05/08/20,1,13.30,13.65,14.00,13.80,22173,5646,3.93,43.15%,05/07/20
ROKU,137.5,Call,132.00,05/15/20,8,11.95,12.35,12.75,12.33,575,147,3.91,117.03%,05/07/20
NOW,381.83,Call,400.00,05/08/20,1,0.50,0.58,0.65,0.65,793,203,3.91,68.67%,05/07/20
ROKU,137.5,Put,135.00,07/17/20,71,13.35,15.08,16.80,15.27,2290,587,3.9,69.83%,05/07/20
BA,128.65,Put,127.00,05/08/20,1,1.32,1.51,1.70,1.58,4104,1052,3.9,86.69%,05/07/20
JPM,91.21,Call,97.50,05/15/20,8,0.34,0.39,0.43,0.45,622,160,3.89,42.68%,05/07/20
BA,128.65,Put,126.00,05/08/20,1,1.02,1.11,1.20,1.13,2927,753,3.89,83.06%,05/07/20
SQ,74.62,Call,100.00,09/18/20,134,2.87,3.09,3.30,3.10,8343,2145,3.89,55.33%,05/07/20
CRWD,75.49,Call,80.00,05/08/20,1,0.05,0.1,0.15,0.10,2001,516,3.88,76.06%,05/07/20
CSOD,36.23,Call,40.00,05/15/20,8,1.50,1.6,1.70,1.65,2825,728,3.88,141.76%,05/07/20
MRNA,53.19,Put,50.00,05/08/20,1,0.20,0.28,0.35,0.30,851,220,3.87,123.36%,05/07/20
AAPL,303.74,Call,295.00,05/08/20,1,8.10,8.58,9.05,8.80,26119,6748,3.87,29.25%,05/07/20
LYFT,31.78,Put,34.00,05/08/20,1,2.08,2.28,2.48,2.37,1584,410,3.86,120.59%,05/07/20
PENN,18.18,Call,15.00,10/16/20,162,6.20,6.5,6.80,6.60,1745,453,3.85,111.81%,05/07/20
NFLX,436.53,Call,440.00,05/08/20,1,2.56,2.63,2.70,2.61,11494,2996,3.84,44.89%,05/07/20
ADBE,366.78,Call,370.00,05/08/20,1,1.14,1.59,2.03,1.35,778,203,3.83,34.46%,05/07/20
MRNA,53.19,Call,53.50,05/08/20,1,0.70,0.98,1.25,1.20,824,215,3.83,121.08%,05/07/20
AXP,86.73,Call,88.00,05/15/20,8,1.79,1.9,2.01,1.92,585,153,3.82,48.33%,05/07/20
AAPL,303.74,Call,272.50,05/15/20,8,30.60,31.23,31.85,30.35,1600,419,3.82,30.82%,05/07/20
NEM,64.56,Call,67.00,05/08/20,1,0.03,0.06,0.09,0.10,526,138,3.81,56.86%,05/07/20
AAPL,303.74,Call,150.00,06/19/20,43,153.10,153.58,154.05,153.55,1907,501,3.81,0.00%,05/07/20
ENBL,4.15,Call,5.00,06/19/20,43,0.20,0.28,0.35,0.26,790,208,3.8,94.56%,05/07/20
HTZ,3.05,Put,4.00,01/15/21,253,2.50,3.15,3.80,2.60,5002,1316,3.8,204.57%,05/07/20
BHC,15.87,Call,15.00,01/15/21,253,3.65,3.72,3.80,3.75,8578,2255,3.8,63.90%,05/07/20
AAPL,303.74,Call,270.00,05/15/20,8,33.10,33.73,34.35,33.31,21218,5596,3.79,1.38%,05/07/20
BYND,122.66,Call,130.00,05/15/20,8,3.85,3.93,4.00,3.95,14249,3766,3.78,93.99%,05/07/20
TSLA,780.04,Put,785.00,05/15/20,8,34.55,35.25,35.95,35.09,1010,268,3.77,70.73%,05/07/20
PACB,3.48,Call,5.00,06/19/20,43,0.05,0.08,0.10,0.10,1260,334,3.77,97.82%,05/07/20
JD,44.76,Put,35.00,11/20/20,197,2.01,2.34,2.68,2.32,697,186,3.75,52.54%,05/07/20
AMZN,2364.55,Put,2350.00,05/08/20,1,6.00,6.73,7.45,7.02,3094,824,3.75,26.52%,05/07/20
HEAR,11.49,Call,13.00,05/15/20,8,0.75,0.83,0.90,0.80,4177,1115,3.75,198.52%,05/07/20
NVDA,304.87,Put,300.00,05/08/20,1,1.16,1.28,1.39,1.24,6197,1654,3.75,48.86%,05/07/20
AAPL,303.74,Call,280.00,05/08/20,1,23.10,23.68,24.25,23.45,9245,2469,3.74,0.00%,05/07/20
UBER,30.93,Put,31.00,05/08/20,1,1.67,1.73,1.78,1.78,1577,424,3.72,270.16%,05/07/20
FISV,107.32,Put,100.00,05/15/20,8,1.05,1.15,1.25,1.05,4994,1343,3.72,58.68%,05/07/20
SPCE,19.84,Call,21.50,05/08/20,1,0.10,0.12,0.13,0.12,1393,380,3.67,146.34%,05/07/20
MRK,75.6,Put,76.00,05/08/20,1,0.67,1.06,1.44,0.91,560,153,3.66,43.81%,05/07/20
AAPL,303.74,Call,285.00,05/08/20,1,18.10,18.7,19.30,18.60,14117,3883,3.64,31.26%,05/07/20
PTON,44.12,Call,45.00,05/15/20,8,2.07,2.11,2.14,2.13,19903,5474,3.64,96.61%,05/07/20
AMZN,2364.55,Call,2355.00,05/08/20,1,17.15,19.2,21.25,20.00,1034,285,3.63,29.80%,05/07/20
UAL,22.75,Call,24.00,05/08/20,1,0.15,0.16,0.17,0.16,6539,1800,3.63,119.69%,05/07/20
MSFT,183.6,Put,185.00,05/15/20,8,3.70,3.9,4.10,3.90,5396,1491,3.62,29.23%,05/07/20
PYPL,146.29,Call,165.00,07/17/20,71,2.45,2.72,2.99,2.68,552,153,3.61,33.07%,05/07/20
AAPL,303.74,Call,305.00,05/08/20,1,0.97,1,1.02,1.00,50957,14098,3.61,24.31%,05/07/20
TSLA,780.04,Call,805.00,05/08/20,1,3.00,3.1,3.20,3.10,2575,715,3.6,69.62%,05/07/20
ROKU,137.5,Call,134.00,05/08/20,1,9.00,9.68,10.35,9.50,1332,372,3.58,269.04%,05/07/20
LYFT,31.78,Call,31.50,05/15/20,8,1.73,1.8,1.87,1.77,642,180,3.57,86.84%,05/07/20
CSCO,41.37,Put,43.00,05/08/20,1,1.60,1.68,1.75,1.72,807,226,3.57,64.93%,05/07/20
SWN,2.89,Put,2.50,06/19/20,43,0.19,0.2,0.21,0.22,1103,309,3.57,105.25%,05/07/20
UBER,30.93,Call,37.00,05/15/20,8,0.32,0.35,0.37,0.35,2303,647,3.56,107.37%,05/07/20
PINS,18.7,Put,19.00,05/08/20,1,0.45,0.5,0.55,0.51,3600,1011,3.56,86.28%,05/07/20
SPCE,19.84,Call,21.50,05/15/20,8,0.75,0.8,0.86,0.95,1319,372,3.55,135.18%,05/07/20
AMZN,2364.55,Call,2360.00,05/08/20,1,14.20,16.08,17.95,17.00,2097,591,3.55,29.53%,05/07/20
CAT,107.29,Put,109.00,05/08/20,1,2.11,2.26,2.40,2.25,659,186,3.54,53.61%,05/07/20
KHC,28.83,Put,28.00,05/15/20,8,0.23,0.25,0.27,0.27,2030,573,3.54,35.64%,05/07/20
ROKU,137.5,Put,135.00,05/15/20,8,7.50,8,8.50,8.04,684,194,3.53,115.16%,05/07/20
PYPL,146.29,Call,165.00,08/21/20,106,4.50,4.9,5.30,4.20,853,242,3.52,32.86%,05/07/20
WORK,29.95,Call,33.50,05/15/20,8,0.30,0.38,0.45,0.40,614,175,3.51,84.30%,05/07/20
LYFT,31.78,Put,30.00,05/15/20,8,0.86,0.89,0.91,0.87,4420,1260,3.51,88.27%,05/07/20
VG,9.06,Put,8.00,06/19/20,43,0.20,0.28,0.35,0.35,591,169,3.5,66.23%,05/07/20
TSLA,780.04,Call,870.00,05/08/20,1,0.25,0.35,0.45,0.35,1975,565,3.5,102.84%,05/07/20
DBX,21.89,Put,17.50,05/08/20,1,0.05,0.08,0.10,0.10,555,159,3.49,295.70%,05/07/20
UBER,30.93,Call,31.50,05/15/20,8,1.74,1.78,1.81,1.80,2901,831,3.49,112.34%,05/07/20
TSLA,780.04,Put,790.00,05/08/20,1,13.30,15.65,18.00,16.80,4196,1203,3.49,67.94%,05/07/20
DBX,21.89,Call,25.00,10/16/20,162,1.85,2,2.15,1.89,564,162,3.48,51.07%,05/07/20
LULU,225.99,Put,220.00,05/08/20,1,0.65,0.66,0.67,0.71,585,168,3.48,58.40%,05/07/20
DDOG,49.61,Call,48.00,05/15/20,8,4.30,4.95,5.60,4.44,612,176,3.48,124.04%,05/07/20
FEYE,11.95,Call,11.50,05/22/20,15,0.86,0.92,0.97,0.91,683,196,3.48,69.35%,05/07/20
PD,24.09,Call,30.00,06/19/20,43,0.45,0.5,0.55,0.51,987,284,3.48,64.56%,05/07/20
UBER,30.93,Call,32.00,05/15/20,8,1.54,1.55,1.55,1.53,7900,2271,3.48,108.63%,05/07/20
COF,60.82,Call,47.50,05/15/20,8,12.95,13.23,13.50,13.72,4402,1270,3.47,122.60%,05/07/20
TTD,322.5,Put,275.00,05/08/20,1,2.55,3.03,3.50,2.77,512,148,3.46,271.25%,05/07/20
MRK,75.6,Call,77.00,05/08/20,1,0.18,0.34,0.50,0.20,500,145,3.45,42.87%,05/07/20
BA,128.65,Call,128.00,05/08/20,1,2.15,2.33,2.50,2.43,5451,1579,3.45,77.87%,05/07/20
AAPL,303.74,Call,292.50,05/08/20,1,10.60,11.2,11.80,11.28,13632,3954,3.45,33.55%,05/07/20
ROKU,137.5,Call,136.00,05/08/20,1,8.50,8.7,8.90,8.50,1242,362,3.43,270.73%,05/07/20
HAL,10.01,Put,9.00,06/19/20,43,0.61,0.64,0.67,0.63,1572,458,3.43,82.20%,05/07/20
PDD,50.05,Call,60.00,06/19/20,43,1.35,1.45,1.55,1.42,1360,398,3.42,64.48%,05/07/20
AMZN,2364.55,Call,2375.00,05/08/20,1,8.50,9.3,10.10,9.30,1367,400,3.42,28.03%,05/07/20
ISRG,535.94,Call,560.00,05/15/20,8,1.40,1.5,1.60,1.60,631,185,3.41,27.40%,05/07/20
HLF,36.97,Call,39.00,05/15/20,8,1.31,1.46,1.61,1.46,1621,475,3.41,104.07%,05/07/20
BA,128.65,Call,127.00,05/08/20,1,2.76,2.96,3.15,3.00,3182,932,3.41,77.49%,05/07/20
MRNA,53.19,Call,56.00,05/08/20,1,0.30,0.4,0.50,0.47,967,284,3.4,128.61%,05/07/20
GOLD,27.26,Call,40.00,01/21/22,624,3.20,3.35,3.50,3.40,1871,551,3.4,47.23%,05/07/20
AAPL,303.74,Call,145.00,05/15/20,8,158.10,158.73,159.35,158.65,3005,883,3.4,0.00%,05/07/20
AAPL,303.74,Call,175.00,06/19/20,43,128.10,128.7,129.30,127.65,7555,2225,3.4,0.00%,05/07/20
SQ,74.62,Call,75.00,05/08/20,1,0.85,0.98,1.10,0.90,19873,5837,3.4,69.02%,05/07/20
EPC,26.97,Call,30.00,06/19/20,43,0.80,0.9,1.00,1.21,501,148,3.39,62.12%,05/07/20
PINS,18.7,Call,19.00,05/08/20,1,0.10,0.15,0.20,0.15,5383,1588,3.39,69.63%,05/07/20
ROKU,137.5,Put,117.00,05/08/20,1,0.90,0.93,0.95,0.92,1390,411,3.38,254.27%,05/07/20
AAPL,303.74,Call,180.00,06/19/20,43,123.10,123.7,124.30,123.10,8200,2427,3.38,0.00%,05/07/20
OTIS,51.81,Call,50.00,06/19/20,43,3.30,3.65,4.00,3.90,604,179,3.37,41.07%,05/07/20
LOGI,49.86,Call,60.00,05/15/20,8,0.50,0.53,0.55,0.55,860,255,3.37,108.88%,05/07/20
MRK,75.6,Call,80.00,07/17/20,71,1.74,1.78,1.82,1.77,2208,655,3.37,25.42%,05/07/20
LOGI,49.86,Call,55.00,05/15/20,8,0.85,0.88,0.90,0.90,4798,1422,3.37,88.33%,05/07/20
LULU,225.99,Call,240.00,05/15/20,8,0.96,1.01,1.06,0.97,2159,643,3.36,38.07%,05/07/20
AAPL,303.74,Call,220.00,05/15/20,8,83.15,83.75,84.35,83.65,3127,930,3.36,0.00%,05/07/20
BP,24.06,Call,10.00,01/21/22,624,13.90,14.2,14.50,14.00,700,209,3.35,18.89%,05/07/20
